2021-02-19 21:56:18, 0, 0
2021-02-19 21:57:00, 2, 3
2021-02-19 21:58:00, 4, 6
2021-02-19 21:59:00, 9, 9
2021-02-19 22:00:00, 7, 8
2021-02-19 22:01:00, 13, 12
2021-02-19 22:02:00, 14, 11
2021-02-19 22:03:00, 15, 22
2021-02-19 22:04:00, 20, 19
2021-02-19 22:05:00, 2, 6
2021-02-19 22:06:00, 6, 2
2021-02-19 22:07:00, 16, 12
